       65536
   7.62939365E-08   1.00000215       1.00000000    
   7.62947043E-03  0.995793283      0.999566019    
   1.52588645E-02  0.983247757      0.993167698    
   2.28882581E-02  0.962608159      0.967614472    
   3.05176526E-02  0.934274435      0.912105381    
   3.81470472E-02  0.898797274      0.832088649    
   4.57764417E-02  0.856869698      0.744667292    
   5.34058362E-02  0.809318244      0.663105607    
   6.10352270E-02  0.757092416      0.592440128    
   6.86646178E-02  0.701255262      0.532888532    
   7.62940124E-02  0.642977536      0.482982308    
   8.39234069E-02  0.583533883      0.440987229    
   9.15528014E-02  0.524308324      0.405367583    
   9.91821960E-02  0.466805428      0.374878287    
  0.106811590      0.412666351      0.348540694    
  0.114440985      0.363674819      0.325591415    
  0.122070380      0.321707159      0.305433601    
  0.129699767      0.288541138      0.287597448    
  0.137329161      0.265430778      0.271709889    
  0.144958556      0.252522320      0.257472128    
  0.152587950      0.248508066      0.244642302    
  0.160217345      0.250926346      0.233022913    
  0.167846739      0.256937861      0.222451329    
  0.175476134      0.264010400      0.212792560    
  0.183105528      0.270222604      0.203933641    
  0.190734923      0.274274677      0.195779324    
  0.198364317      0.275381684      0.188248828    
  0.205993712      0.273150980      0.181273237    
  0.213623106      0.267479539      0.174793303    
  0.221252501      0.258476496      0.168757901    
  0.228881896      0.246403724      0.163122654    
  0.236511290      0.231631711      0.157848984    
  0.244140700      0.214604050      0.152902871    
  0.251770079      0.195808902      0.148254648    
  0.259399474      0.175755680      0.143877909    
  0.267028868      0.154955804      0.139749423    
  0.274658263      0.133907914      0.135848388    
  0.282287657      0.113088004      0.132156327    
  0.289917052       9.29474384E-02  0.128656700    
  0.297546446       7.39260539E-02  0.125334591    
  0.305175841       5.64993657E-02  0.122176655    
  0.312805235       4.13176492E-02  0.119170777    
  0.320434630       2.95831598E-02  0.116306029    
  0.328064024       2.35818569E-02  0.113572501    
  0.335693419       2.48510577E-02  0.110961124    
  0.343322814       3.07267476E-02  0.108463712    
  0.350952208       3.79802175E-02  0.106072746    
  0.358581603       4.51994427E-02  0.103781343    
  0.366210997       5.19408658E-02  0.101583190    
  0.373840392       5.81145361E-02   9.94725302E-02
  0.381469786       6.37517124E-02   9.74440202E-02
  0.389099181       6.89126328E-02   9.54927430E-02
  0.396728575       7.36452863E-02   9.36141685E-02
  0.404357970       7.79672787E-02   9.18040872E-02
  0.411987364       8.18608925E-02   9.00586545E-02
  0.419616759       8.52766261E-02   8.83742571E-02
  0.427246153       8.81417096E-02   8.67475346E-02
  0.434875548       9.03708264E-02   8.51754099E-02
  0.442504942       9.18772593E-02   8.36549625E-02
  0.450134337       9.25826356E-02   8.21835175E-02
  0.457763731       9.24248695E-02   8.07585418E-02
  0.465393126       9.13641527E-02   7.93776885E-02
  0.473022521       8.93864185E-02   7.80387744E-02
  0.480651915       8.65054652E-02   7.67397285E-02
  0.488281280       8.27632025E-02   7.54786283E-02
  0.495910674       7.82288313E-02   7.42536634E-02
  0.503540039       7.29975104E-02   7.30631277E-02
  0.511169434       6.71884716E-02   7.19054416E-02
  0.518798828       6.09437712E-02   7.07790926E-02
  0.526428223       5.44282533E-02   6.96826875E-02
  0.534057617       4.78319377E-02   6.86148703E-02
  0.541687012       4.13770564E-02   6.75744265E-02
  0.549316406       3.53315771E-02   6.65601417E-02
  0.556945801       3.00281812E-02   6.55709133E-02
  0.564575195       2.58712899E-02   6.46056905E-02
  0.572204590       2.32717562E-02   6.36634827E-02
  0.579833984       2.24391744E-02   6.27433509E-02
  0.587463379       2.31665019E-02   6.18443973E-02
  0.595092773       2.49179732E-02   6.09657913E-02
  0.602722168       2.71290075E-02   6.01067431E-02
  0.610351562       2.93802507E-02   5.92664778E-02
  0.617980957       3.14076021E-02   5.84443025E-02
  0.625610352       3.30598094E-02   5.76395318E-02
  0.633239746       3.42597440E-02   5.68515211E-02
